CaseID	VehicleNumber	Discussion	PSU	PSUStrata	RATWeight
821004612	2	A collision occurred at approximately 0800 hours on a weekend on a divided urban interstate freeway.  The northbound side of the highway is a four lane, dry, level, divided, concrete highway.  The southbound side of the highway is a four-lane, dry, level,	79	10	2.424
821004613	1	This two-vehicle crash occurred on a ten-lane divided interstate.  This interstate is divide with a concrete barrier, and has five lanes on either side.  This road is of concrete construction with rain grooves.  The first lane is an exit only lane, with a	79	10	6.74
821004613	2	This two-vehicle crash occurred on a ten-lane divided interstate.  This interstate is divide with a concrete barrier, and has five lanes on either side.  This road is of concrete construction with rain grooves.  The first lane is an exit only lane, with a	79	10	6.74
821004629	1	A five-vehicle crash occurred on a one-way elevated transition ramp leading from the state road to an interstate highway.  The collision occurred prior to reaching the interstate.  This transition road is meant to act as a bypass for large trucks.  Signs	79	10	12.701
821004629	2	A five-vehicle crash occurred on a one-way elevated transition ramp leading from the state road to an interstate highway.  The collision occurred prior to reaching the interstate.  This transition road is meant to act as a bypass for large trucks.  Signs	79	10	12.701
821004629	3	A five-vehicle crash occurred on a one-way elevated transition ramp leading from the state road to an interstate highway.  The collision occurred prior to reaching the interstate.  This transition road is meant to act as a bypass for large trucks.  Signs	79	10	12.701
821004629	4	A five-vehicle crash occurred on a one-way elevated transition ramp leading from the state road to an interstate highway.  The collision occurred prior to reaching the interstate.  This transition road is meant to act as a bypass for large trucks.  Signs	79	10	12.701
821004629	5	A five-vehicle crash occurred on a one-way elevated transition ramp leading from the state road to an interstate highway.  The collision occurred prior to reaching the interstate.  This transition road is meant to act as a bypass for large trucks.  Signs	79	10	12.701
821004749	1	A crash occurred on a straight urban state highway that was dry, level and divided by a concrete barrier.  It was constructed of asphalt with paved shoulders without rumble strips.  The crash occurred in the early morning hours before daylight.  There wer	79	10	2.424
821004749	2	A crash occurred on a straight urban state highway that was dry, level and divided by a concrete barrier.  It was constructed of asphalt with paved shoulders without rumble strips.  The crash occurred in the early morning hours before daylight.  There wer	79	10	2.424
821004829	1	Vehicle one (1990 four-door Honda Accord) was traveling west in the number four lane of a four lane, dry, level, divided, concrete highway.  Vehicle two (1990 Freightliner tractor with one trailer) was traveling west as it merged unto the same highway as	79	10	12.701
821004829	2	Vehicle one (1990 four-door Honda Accord) was traveling west in the number four lane of a four lane, dry, level, divided, concrete highway.  Vehicle two (1990 Freightliner tractor with one trailer) was traveling west as it merged unto the same highway as	79	10	12.701
821004889	1	This crash with fatalities occurred in the five eastbound travel lanes of an urban divided freeway.  The highway has a posted speed limit of 88 kmph (55 mph) for large trucks and a 104 kmph (65 mph) for passenger vehicles.  A concrete center divider borde	79	10	2.424
821004889	2	This crash with fatalities occurred in the five eastbound travel lanes of an urban divided freeway.  The highway has a posted speed limit of 88 kmph (55 mph) for large trucks and a 104 kmph (65 mph) for passenger vehicles.  A concrete center divider borde	79	10	2.424
821004909	1	Vehicle one, a 1974 Freightliner without a trailer, was traveling northbound in the number two lane of a four-lane, dry, level, physically divided, concrete, interstate highway.  Vehicle two, a 1983 Peterbilt conventional tractor with a Hanson dump traile	79	10	6.74
821004909	2	Vehicle two was a 1983 Peterbilt conventional tractor with a Hanson dump trailer, was traveling in the number one lane of the same highway as vehicle one.  The police report and driver interviews indicate that both vehicles were traveling at 80 KmPH (e.g.	79	10	6.74
821004950	1	This crash occurred in the northbound lanes of an urban Interstate that consisted of five travel lanes bordered by asphalt/cement shoulders.   The travel lanes were dry, level and straight.  A paved concrete drainage gutter, 3.6-meter asphalt shoulder, an	79	10	2.424
821004950	2	This crash occurred in the northbound lanes of an urban Interstate that consisted of five travel lanes bordered by asphalt/cement shoulders.   The travel lanes were dry, level and straight.  A paved concrete drainage gutter, 3.6-meter asphalt shoulder, an	79	10	2.424
821005009	1	This crash occurred at 0730 hours with no adverse weather conditions.  It is unknown if the sun may have been a factor for the driver of vehicle one, but the vehicle inspection indicates the sun visor was in the down position.  At the precrash location of	79	10	6.74
821005009	2	Vehicle one, a 1995 Toyota 4-Runner, was traveling east in the number two lane of a four-lane divided, asphalt roadway.  Vehicle two, 1997 Ford F-800, pulling a 1991 IAP special construction air evacuator, was traveling west in the number two lane of the	79	10	6.74
821005031	1	A collision involving two vehicles occurred at 1110 hours on a divided Interstate highway in the eastbound travel lanes.  The highway was free of congestion, poor weather conditions, sight restrictions, and/or deficiencies at the time of the collision.  T	79	10	6.74
821005031	2	A collision involving two vehicles occurred at 1110 hours on a divided Interstate highway in the eastbound travel lanes.  The highway was free of congestion, poor weather conditions, sight restrictions, and/or deficiencies at the time of the collision.  T	79	10	6.74
821005049	1	Vehicle one, 2001 Freightliner refrigerated van, was traveling in the number four lane of an urban, level, divided, concrete highway with five eastbound travel lanes.  A cement Jersey barrier divided the east and west travel lanes, which were also at two	79	10	6.74
821005049	2	Vehicle one, 2001 Freightliner refrigerated van, was traveling in the number four lane of an urban, level, divided, concrete highway with five eastbound travel lanes.  A cement Jersey barrier divided the east and west travel lanes, which were also at two	79	10	6.74
821005069	1	A two-vehicle rear-end collision occurred at 0936 hours in the northbound travel lanes on an urban fourteen-lane physically divided Interstate freeway with a positive barrier.  A concrete center divider separates the northbound lanes of the highway from t	79	10	2.424
821005069	2	A two-vehicle rear-end collision occurred at 0936 hours in the northbound travel lanes on an urban fourteen-lane physically divided Interstate freeway with a positive barrier.  A concrete center divider separates the northbound lanes of the highway from t	79	10	2.424
821005093	1	A crash involving five vehicles occurred on a twelve-lane urban interstate freeway that was constructed of concrete.  The six northbound and six southbound travel lanes are divided by a 91 cm (3 ft.) high center concrete divider.  The highway was free of	79	10	12.701
821005093	2	A crash involving five vehicles occurred on a twelve-lane urban interstate freeway that was constructed of concrete.  The six northbound and six southbound travel lanes are divided by a 91 cm (3 ft.) high center concrete divider.  The highway was free of	79	10	12.701
821005093	3	A crash involving five vehicles occurred on a twelve-lane urban interstate freeway that was constructed of concrete.  The six northbound and six southbound travel lanes are divided by a 91 cm (3 ft.) high center concrete divider.  The highway was free of	79	10	12.701
821005093	4	A crash involving five vehicles occurred on a twelve-lane urban interstate freeway that was constructed of concrete.  The six northbound and six southbound travel lanes are divided by a 91 cm (3 ft.) high center concrete divider.  The highway was free of	79	10	12.701
821005093	5	A crash involving five vehicles occurred on a twelve-lane urban interstate freeway that was constructed of concrete.  The six northbound and six southbound lanes are divided by a 91 cm (3 ft.) high center concrete divider.  The highway was free of congest	79	10	12.701
821005129	1	This two-vehicle crash occurred on a ten lane urban interstate.  A concrete barrier divides this interstate.  There are five lanes in either direction.  There is a paved shoulder on either side of the roadway.  A sound wall protects the west edge of the r	79	10	12.701
821005129	2	This two-vehicle crash occurred on a ten lane urban interstate.  A concrete barrier divides this interstate.  There are five lanes in either direction.  There is a paved shoulder on either side of the roadway.  A sound wall protects the west edge of the r	79	10	12.701
821005149	1	A three-vehicle crash occurred on a divided interstate roadway.  This road has six lanes for the northbound lanes.  The road is bordered on the west by a concrete barrier.  The sixth lane is a carpool lane that is separated from the remainder of the lanes	79	10	12.701
821005149	2	A three-vehicle crash occurred on a divided interstate roadway.  This road has six lanes for the northbound lanes.  The road is bordered on the west by a concrete barrier.  The sixth lane is a carpool lane that is separated from the remainder of the lanes	79	10	12.701
821005149	3	A three-vehicle crash occurred on a divided interstate roadway.  This road has six lanes for the northbound lanes.  The road is bordered on the west by a concrete barrier.  The sixth lane is a carpool lane that is separated from the remainder of the lanes	79	10	12.701
821005329	1	Case #2002-79-0016 CEAF, Page 14 Vehicle 1 - 1998 Ford Expedition Sport Utility Vehicle  The driver of the 1998 Ford Expedition Sport Utility Vehicle, a 41-year old male, was traveling east on a 5-lane highway divided by a concrete median barrier (10 lane	79	10	2.424
821005329	2	Case #2002-79-0016 CEAF, Page 14 Vehicle 2 - 1991 Ford refrigerated van straight truck  The driver of the 1991 Ford refrigerated van straight truck, a 39-year old male, was traveling east on a 5-lane highway divided by a concrete median barrier (10 lanes	79	10	2.424
821005409	1	Case #2002-79-0017 CEAF, Page 14 Vehicle 1 - 2000 Chevrolet Cavalier 4-door sedan  The driver of the 2000 Chevrolet Cavalier 4-door sedan, an 18-year old female, was traveling south on a 6-lane interstate divided by a concrete median barrier (12 lanes tot	79	10	12.701
821005409	2	Case #2002-79-0017 CEAF, Page 14 Vehicle 2 - 2001 Toyota Corolla 4-door sedan  The driver of the 2001 Toyota Corolla 4-door sedan, a 24-year old male, was traveling south on a 6-lane interstate divided by a concrete median barrier (12 lanes total) in the	79	10	12.701
821005409	3	Case #2002-79-0017 CEAF, Page 14 Vehicle 3 - 2003 Freightliner tanker straight truck pulling one tanker full trailer  The driver of the 2003 Freightliner tanker straight truck pulling one tanker full trailer, a 38-year old male, was traveling south on a 6	79	10	12.701
821005449	1	A single vehicle crash occurred on a stretch of highway that is an interstate transition road.  This is a transition from an eastbound highway to a northbound highway.  The eastbound highway contains an exit ramp that is split by a gore point.  The gore p	79	10	12.701
821005450	1	A crash occurred on a clear summer weekend afternoon on a ten-lane urban state highway.  The eastbound side of the highway consisted of five lanes.  Lane five was a car pool lane for two or more occupants.  The fifth lane was separated from the other lane	79	10	2.424
821005450	2	A crash occurred on a clear summer weekend afternoon on a ten-lane urban state highway.  The eastbound side of the highway consisted of five lanes.  Lane five was a car pool lane for two or more occupants.  The fifth lane was separated from the other lane	79	10	2.424
821005491	1	Case #2002-79-0020 CEAF, Page 14 Vehicle 1 - 2001 Nissan Maxima 4-door sedan  The driver of the 2001 Nissan Maxima 4-door sedan, a 52-year old male, was traveling south on a 4-lane roadway divided by a concrete median barrier (8 lanes total) in the first	79	10	12.701
821005491	2	Case #2002-79-0020 CEAF, Page 14 Vehicle 2 - 2003 Audi Quattro 4-door sedan  The driver of the 2003 Audi Quattro 4-door sedan, a 43-year old female, was traveling south on a 4-lane roadway divided by a concrete median barrier (8 lanes total) in the first	79	10	12.701
821005491	3	Case #2002-79-0020 CEAF, Page 14 Vehicle 3 - 1992 Lexus ES300 4-door sedan  The driver of the 1992 Lexus ES300 4-door sedan, a 45-year old male, was traveling south on a 4-lane roadway divided by a concrete median barrier (8 lanes total) in the first lane	79	10	12.701
821005491	4	Case #2002-79-0020 CEAF, Page 14 Vehicle 4 - 1998 Lincoln Town Car 4-door sedan  The driver of the 1998 Lincoln Town Car 4-door sedan, a 47-year old male, was traveling south on a 4-lane roadway divided by a concrete median barrier (8 lanes total) in the	79	10	12.701
821005491	5	Case #2002-79-0020 CEAF, Page 14 Vehicle 5 - 1997 Nissan Maxima 4-door sedan  The driver of the 1997 Nissan Maxima 4-door sedan was traveling south on a 4-lane roadway divided by a concrete median barrier (8 lanes total) in the first lane of travel. It wa	79	10	12.701
821005491	6	Case #2002-79-0020 CEAF, Page 14 Vehicle 6 - 1990 Nissan 300ZX  The driver of the 1990 Nissan 300ZX, a 55-year old male, was traveling south on a 4-lane roadway divided by a concrete median barrier (8 lanes total) in the second lane of travel. It was the	79	10	12.701
821005491	7	Case #2002-79-0020 CEAF, Page 14 Vehicle 7 - 1992 Freightliner tractor pulling one flatbed semi-trailer  The driver of the 1992 Freightliner tractor pulling one flatbed semi-trailer, a 26-year old male, was traveling south on a 4-lane roadway divided by a	79	10	12.701
821005509	1	Vehicle one, a 1998 Mercedes-Benz model E sedan, was traveling westbound in the number two lane of a five lane, dry, downgrade, undivided, left curved, asphalt highway.  Vehicle two, a 1996 Freightliner tractor pulling one 1984 Hyundai chassis with a ship	79	10	6.74
821005509	2	Vehicle one, a 1998 Mercedes-Benz model E sedan, was traveling westbound in the number two lane of a five lane, dry, downgrade, undivided, left curved, asphalt highway.  Vehicle two, a 1996 Freightliner tractor pulling one 1984 Hyundai chassis with a ship	79	10	6.74
821005589	1	Case 2002-79-022 CEAF, Page 14 Vehicle #1, 1993 Freightliner truck tractor pulling a van semi-trailer   A five vehicle rear-end collision occurred in the northbound travel lanes of a divided urban highway during the early afternoon hours.  This portion of	79	10	6.74
821005589	2	Case 2002-79-022 CEAF, Page 14 Vehicle #2, 2003 Kenworth truck tractor pulling a 1999 Great Dane van semi-trailer  A five vehicle rear-end collision occurred in the northbound travel lanes of a divided urban highway during the early afternoon hours.  This	79	10	6.74
821005589	3	Case 2002-79-022 CEAF, Page 14 Vehicle #3, 1997 Freightliner truck tractor pulling a 2000 Wabash National van semi-trailer  A five vehicle rear-end collision occurred in the northbound travel lanes of a divided urban highway during the early afternoon hou	79	10	6.74
821005589	4	Case 2002-79-022 CEAF, Page 14 Vehicle #4, 1999 Freightliner truck tractor pulling a 1998 Wabash van semi-trailer  A five vehicle rear-end collision occurred in the northbound travel lanes of a divided urban highway during the early afternoon hours.  This	79	10	6.74
821005589	5	Case 2002-79-022 CEAF, Page 14 Vehicle #5, 1993 Freightliner truck tractor pulling a 1979 Fruehauf tank semi-trailer  A five vehicle rear-end collision occurred in the northbound travel lanes of a divided urban highway during the early afternoon hours.  T	79	10	6.74
821005669	1	This three-vehicle crash occurred on a five-lane divided concrete freeway.  A positive concrete barrier divides this roadway.  This road is straight and level, and has no defects.  The crash occurred during noontime hours.  The area of the crash is about	79	10	12.701
821005669	2	This three-vehicle crash occurred on a five-lane divided concrete freeway.  A positive concrete barrier divides this roadway.  This road is straight and level, and has no defects.  The crash occurred during noontime hours.  The area of the crash is about	79	10	12.701
821005669	3	This three-vehicle crash occurred on a five-lane divided concrete freeway.  A positive concrete barrier divides this roadway.  This road is straight and level, and has no defects.  The crash occurred during noontime hours.  The area of the crash is about	79	10	12.701
821005709	1	The driver of the 2001 Nissan Altima 4-door sedan, a 50-year old female, was traveling south on a 5-lane interstate divided by a concrete median barrier (10 lanes total) in the second lane of travel. To her right and slightly ahead of her in the first lan	79	10	12.701
821005709	2	The driver of the 1976 International tractor pulling one refrigerated van semi-trailer, a 37-year old male, was traveling south on a 5-lane interstate divided by a concrete median barrier (10 lanes total) in the third lane of travel. The trailer was fille	79	10	12.701
821005752	1	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	2	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	3	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	4	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	5	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	6	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	7	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	8	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	9	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	10	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	11	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	12	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	13	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	14	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	15	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	16	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	17	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	18	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	19	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	20	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	21	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	22	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	23	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	24	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	25	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	26	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	27	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	28	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	29	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005752	30	A fog related collision occurred in the southbound travel lanes on an urban divided interstate near a coastal city.  A heavy layer of fog had come inland on a Sunday morning. During this time of year fog does come inland from time to time at this location	79	10	6.74
821005753	1	Vehicle one, a 2000 Toyota Tundra, was traveling westbound in the number three lane of a three lane, dry, level, divided, concrete, transition highway.  Vehicle two, a 1996 International tractor pulling one Landoll lowboy trailer, was traveling in the num	79	10	6.74
821005753	2	Vehicle one, a 2000 Toyota Tundra, was traveling westbound in the number three lane of a three lane, dry, level, divided, concrete, transition highway.  Vehicle two, a 1996 International tractor pulling one Landoll lowboy trailer, was traveling in the num	79	10	6.74
821005769	1	Vehicle one was a 1991 GMC conventional tractor pulling one 1997 Hyundai chassis with a refrigerated shipping container.  It was traveling northbound in the number two lane of a six lane, dry, level, divided, concrete highway.  The highway is a 65 mph (10	79	10	6.74
821005770	1	Vehicle 1 (1987 Freightliner, cab-over-engine, tractor pulling two 1989 Ranco bottom dump trailers) was traveling southbound in the number one lane of an eight lane, wet, level, divided, concrete highway.  The highway had a 65 mph (104 kmph) speed limit.	79	10	12.701
821005809	1	Vehicle one, a 1981 Toyota pickup, was traveling northbound in the number one lane of a two-lane, two-way, dry, level, undivided, curved, asphalt roadway.  Vehicle two (1997 Peterbilt dump truck pulling one 1997 Rogue dump trailer) was traveling southboun	79	10	2.424
821005809	2	Vehicle one, a 1981 Toyota pickup, was traveling northbound in the number one lane of a two-lane, two-way, dry, level, undivided, curved, asphalt roadway.  Vehicle two (1997 Peterbilt dump truck pulling one 1997 Rogue dump trailer) was traveling southboun	79	10	2.424
821005810	1	This crash occurred at 1335 hours in the northbound travel lanes of an urban Interstate highway consisting of six travel lanes.  The number one lane is an exit lane that did not play a role in the collision.  A 3.6-meter (12-feet) wide asphalt shoulder bo	79	10	12.701
821005810	2	This crash occurred at 1335 hours in the northbound travel lanes of an urban Interstate highway consisting of six travel lanes.  The number one lane is an exit lane that did not play a role in the collision.  A 3.6-meter (12-feet) wide asphalt shoulder bo	79	10	12.701
821005849	1	A six-vehicle crash occurred in the morning hours on an urban freeway in the southbound direction of travel.  The pre-crash area of the highway consists of four southbound lanes.  The highway then merges with two transition lanes from an eastbound state h	79	10	6.74
821005849	2	A six-vehicle crash occurred in the morning hours on an urban freeway in the southbound direction of travel.  The pre-crash area of the highway consists of four southbound lanes.  The highway then merges with two transition lanes from an eastbound state h	79	10	6.74
821005849	3	A six-vehicle crash occurred in the morning hours on an urban freeway in the southbound direction of travel.  The pre-crash area of the highway consists of four southbound lanes.  The highway then merges with two transition lanes from an eastbound state h	79	10	6.74
821005849	4	A six-vehicle crash occurred in the morning hours on an urban freeway in the southbound direction of travel.  The pre-crash area of the highway consists of four southbound lanes.  The highway then merges with two transition lanes from an eastbound state h	79	10	6.74
821005849	5	A six-vehicle crash occurred in the morning hours on an urban freeway in the southbound direction of travel.  The pre-crash area of the highway consists of four southbound lanes.  The highway then merges with two transition lanes from an eastbound state h	79	10	6.74
821005849	6	A six-vehicle crash occurred in the morning hours on an urban freeway in the southbound direction of travel.  The pre-crash area of the highway consists of four southbound lanes.  The highway then merges with two transition lanes from an eastbound state h	79	10	6.74
821005929	1	A five-vehicle crash occurred during morning rush hour, on an urban freeway.  The location of the collision is a truck bypass route.  This bypass separates large trucks from passenger vehicles on an interstate highway.  The bypass serves as a transition i	79	10	12.701
821005929	2	A five-vehicle crash occurred during morning rush hour, on an urban freeway.  The location of the collision is a truck bypass route.  This bypass separates large trucks from passenger vehicles on an interstate highway.  The bypass serves as a transition i	79	10	12.701
821005929	3	A five-vehicle crash occurred during morning rush hour, on an urban freeway.  The location of the collision is a truck bypass route.  This bypass separates large trucks from passenger vehicles on an interstate highway.  The bypass serves as a transition i	79	10	12.701
821005929	4	A five-vehicle crash occurred during morning rush hour, on an urban freeway.  The location of the collision is a truck bypass route.  This bypass separates large trucks from passenger vehicles on an interstate highway.  The bypass serves as a transition i	79	10	12.701
821005929	5	A five-vehicle crash occurred during morning rush hour, on an urban freeway.  The location of the collision is a truck bypass route.  This bypass separates large trucks from passenger vehicles on an interstate highway.  The bypass serves as a transition i	79	10	12.701
821005930	1	This single vehicle crash occurred on an eight lane interstate.  This interstate is divided by a concrete barrier and has four lanes in each travel direction.  This crash occurred on the southbound lanes.  These lanes are of concrete construction, are fla	79	10	12.701
821005931	1	A three-vehicle crash occurred at 0530 hours in the southbound travel lanes of an urban divided interstate freeway.  The section of the highway for southbound travel consists of four lanes.  A 3-meter wide (10 ft.) asphalt shoulder encompasses the western	79	10	12.701
821005931	2	A three-vehicle crash occurred at 0530 hours in the southbound travel lanes of an urban divided interstate freeway.  The section of the highway for southbound travel consists of four lanes.  A 3-meter wide (10 ft.) asphalt shoulder encompasses the western	79	10	12.701
821005931	3	A three-vehicle crash occurred at 0530 hours in the southbound travel lanes of an urban divided interstate freeway.  The section of the highway for southbound travel consists of four lanes.  A 3-meter wide (10 ft.) asphalt shoulder encompasses the western	79	10	12.701
821006029	1	A two-vehicle crash occurred on a five-lane municipal roadway.  This road has two lanes in either direction with a two-lane center turn lane.  The crash occurred on the eastbound lanes.  This asphalt roadway is straight and level with no defects noted.  T	79	10	12.701
821006029	2	A two-vehicle crash occurred on a five-lane municipal roadway.  This road has two lanes in either direction with a two-lane center turn lane.  The crash occurred on the eastbound lanes.  This asphalt roadway is straight and level with no defects noted.  T	79	10	12.701
821006094	1	A three-vehicle crash occurred on an eight-lane divided interstate freeway.  This freeway has four lanes in either direction with a concrete barrier.  This concrete freeway was straight and level with no noted defects.  This freeway has a speed limit of 6	79	10	6.74
821006094	2	A three-vehicle crash occurred on an eight-lane divided interstate freeway.  This freeway has four lanes in either direction with a concrete barrier.  This concrete freeway was straight and level with no noted defects.  This freeway has a speed limit of 6	79	10	6.74
821006094	3	A three-vehicle crash occurred on an eight-lane divided interstate freeway.  This freeway has four lanes in either direction with a concrete barrier.  This concrete freeway was straight and level with no noted defects.  This freeway has a speed limit of 6	79	10	6.74
821006149	1	A collision occurred at approximately 1400 hours in the southbound lanes of a two-way, divided urban freeway.  This roadway consists of four southbound lanes.  The fourth lane is a high occupancy vehicle (HOV) carpool lane.  The HOV lane is separated from	79	10	12.701
821006149	2	A collision occurred at approximately 1400 hours in the southbound lanes of a two-way, divided urban freeway.  This roadway consists of four southbound lanes.  The fourth lane is a high occupancy vehicle (HOV) carpool lane.  The HOV lane is separated from	79	10	12.701
821006209	1	A single vehicle rollover collision occurred at approximately 1700 hours in the eastbound lanes of an urban state highway.  In the area of the collision, the highway is actually an overpass.  The highway exists as an overpass for approximately 30 meters (	79	10	6.74
821006210	1	Vehicle one, a 1999 Ford Windstar was traveling northbound in the number three lane of a six lane, dry, level, undivided, asphalt roadway.  Vehicle two, a 1990 Chevrolet Silverado was traveling eastbound in the number two lane of a five lane, dry, level,	79	10	6.74
821006210	2	Vehicle one, a 1999 Ford Windstar was traveling northbound in the number three lane of a six lane, dry, level, undivided, asphalt roadway.  Vehicle two, a 1990 Chevrolet Silverado was traveling eastbound in the number two lane of a five lane, dry, level,	79	10	6.74
821006210	3	Vehicle one, a 1999 Ford Windstar was traveling northbound in the number three lane of a six lane, dry, level, undivided, asphalt roadway.  Vehicle two, a 1990 Chevrolet Silverado was traveling eastbound in the number two lane of a five lane, dry, level,	79	10	6.74
821006210	4	Vehicle one, a 1999 Ford Windstar was traveling northbound in the number three lane of a six lane, dry, level, undivided, asphalt roadway.  Vehicle two, a 1990 Chevrolet Silverado was traveling eastbound in the number two lane of a five lane, dry, level,	79	10	6.74
821006309	1	Case #2003-79-0006 CEAF, Page 14 Vehicle 1 - 1998 Mitsubishi Eclipse 2-door coupe  The driver of the 1998 Mitsubishi Eclipse 2-door coupe, a 36-year old female, was traveling west on a 5-lane state highway divided by a concrete median barrier (10 lanes to	79	10	6.74
821006309	2	Case #2003-79-0006 CEAF, Page 14 Vehicle 2 - 2001 Ford Escort 4-door sedan  The driver of the 2001 Ford Escort 4-door sedan, a 31-year old male, was traveling east on a 5-lane state highway divided by a concrete median barrier (10 lanes total) in the seco	79	10	6.74
821006309	3	Case #2003-79-0006 CEAF, Page 14 Vehicle 3 - 1978 Volkswagen Beetle 2-door coupe  The driver of the 1978 Volkswagen Beetle 2-door coupe, a 56-year old male, was traveling east on a 5-lane state highway divided by a concrete median barrier (10 lanes total)	79	10	6.74
821006309	4	Case #2003-79-0006 CEAF, Page 14 Vehicle 4 - 1986 Mercedes Benz 190E 4-door sedan  The driver of the 1986 Mercedes Benz 190E 4-door sedan, a 46-year old male, was traveling east on a 5-lane state highway divided by a concrete median barrier (10 lanes tota	79	10	6.74
