CaseID	CrashDate	CrashTime	VehicleCount	TruckCount	CarCount	NonMotoristCount	CrashType	CrashPARSevCode	CrashRESSevCode	Summary	Day	CollisionType	Treatment	OCCFatality	CRAAlcohol	AnyDrugsCrash	PSU	PSUStrata	RATWeight
818003672	2001-04-01	13:20	2	2	0	0	Heavy Truck/Heavy Truck -+- Rear-end	3	3	Vehicle number two, a 1994 International King straight truck was southbound on a local, straight, two-lane urban road with no traffic controls. Vehicle number two was a side loading trash truck and was in the process of picking up trash on that block.   V	5	60	7	0	2	2	75	11	67.552
818003692	2001-05-01	10:30	1	1	0	0	Tractor/Modular home -+- Object off road	1	2	This single vehicle crash occurred at 1110 hours in the eastbound travel lanes of a rural Interstate freeway divided by a depressed grassy center median.  There were four eastbound travel lanes and the roadway was straight with a 4% downgrade where the cr	3	57	4	0	2	2	75	11	127.287
818003757	2001-05-01	06:15	2	1	1	0	Heavy Truck/Large PU -+- Head-on	4	4	Vehicle two, a 1999 single unit straight truck, was negotiating a left hand curve while initially traveling east on a two-lane mountain roadway with no controls.  Vehicle one, a 1993 pick up truck, was initially traveling west on a straight section of the	6	54	3	1	2	1	75	11	24.292
818003812	2001-06-01	17:45	2	1	0	0	Motorcycle/Heavy Truck -+- Angle/sideswipe	1	2	This crash occurred 1745 hours on a divided, two-way, bituminous road at intersection with another roadway. There is a grassy median dividing the roadway and the eastbound direction of travel at the intersection is comprised of three travel lanes. Beginni	4	58	4	0	2	2	75	11	127.287
818003832	2001-06-01	07:15	2	1	1	0	Car/Heavy Truck -+- Rear end	4	4	This crash occurred at 0715 hours in daylight with no adverse weather conditions.  Vehicle number one, a 2001 Mitsubishi Mirage, was east bound on a straight, divided six-lane interstate.  Each direction has three lanes and eastbound travel has a downhill	1	30	3	1	1	1	75	11	24.292
818003852	2001-06-01	10:35	2	1	1	0	Vehicle to Vehicle -+- Rear-end	3	3	A two-vehicle crash occurred prior to the intersection of a seven-lane, north/south divided state highway and a four-lane, east/west county road.  The crash occurred on a slight uphill sloped, northbound section of the state highway.  There are four lanes	6	47	3	0	2	1	75	11	67.552
818003892	2001-06-01	12:20	2	1	1	0	Multi-vehicle/multi-object -+- Rear-end	2	2	A two-vehicle crash occurred on a six lane interstate traffic way.  This traffic way is divided with a grass median and had three lanes in either direction.  The crash occurred on the eastbound lanes.  The eastbound lanes curve to the left and are down hi	6	66	3	0	2	1	75	11	127.287
818003914	2001-06-01	09:55	1	1	0	0	Vehicle to object -+- Roll over	4	4	A single vehicle collision occurred near the end of June at approximately 1000 hours.  The crash area took place on a north/south, left curving, two-lane, undivided rural roadway with a slight downgrade.  There were 10-feet wide (3-meter) gravel shoulders	5	57	0	1	2	2	75	11	24.292
818003992	2001-07-01	18:05	2	2	0	0	Vehicle to vehicle -+- Rear end	3	3	A two-vehicle crash occurred on a six-lane interstate freeway at approximately 1800 hours.  This road is divided with a grass median, with three lanes in either direction.  This crash occurred on the eastbound lanes.  The eastbound lanes curve to the left	6	60	3	0	2	1	75	11	67.552
818004012	2001-07-01	09:40	1	1	0	0	Vehicle to object -+- Rollover	2	2	On a sunny day in July with temperature reported to be 22.2 degrees Celsius (72 degrees Fahrenheit), a single vehicle crash occurred at the intersection of a driveway and a two-lane state highway.  The driveway is controlled by a stop sign and has a gated	3	57	4	0	2	2	75	11	127.287
818004112	2001-08-01	05:36	1	1	0	0	Vehicle to object(s) -+- Rollover	2	2	A single vehicle crash occurred at the interchange of two state highways.  The vehicle was westbound on a six lane divided state highway.  The highway has a single lane off-ramp that connects to the southbound state highway.  This off-ramp curves to the r	4	57	4	0	2	1	75	11	127.287
818004136	2001-08-01	07:30	2	1	1	0	Vehicle to vehicle -+- Rear end	3	3	A two-vehicle crash occurred on a five-lane, undivided, rural roadway at an intersection with a private driveway.  The five-lane road had two lanes in either direction with a center two-way turn lane.  The first lane in the northbound side becomes a right	2	54	3	0	2	2	75	11	67.552
818004292	2001-10-01	06:24	3	1	2	0	Multi Vehicles -+- Multi Events	3	3	A collision involving four vehicles occurred on a divided six-lane interstate freeway in the three westbound travel lanes at approximately 0625 hours within an interchange area.  It was dark with overhead lighting and the travel lanes were dry with no adv	3	18	4	0	2	1	75	11	67.552
818004312	2001-10-01	15:22	3	2	1	0	multi vehicles -+- multi impacts	4	4	A collision involving three vehicles occurred in daylight hours with no adverse weather conditions and dry asphalt travel lanes.  Vehicle number one, a 1990 Mercury Sable was east bound on a downhill, winding, right-curve, two-lane, mountain road with a d	3	32	3	1	1	1	75	11	24.292
818004356	2001-10-01	17:39	3	1	2	0	Multi-vehicle/Multi-event -+- Angle	2	2	A three-vehicle crash occurred on an east/west urban state highway.  The highway consists of three eastbound lanes and two westbound lanes.  The lanes on the western section of the highway are separated by a concrete center median.  The concrete center me	5	12	3	0	2	1	75	11	127.287
818004592	2002-01-01	00:15	2	1	1	0	Compact Utility/Heavy truck -+- Angle	3	4	This two-vehicle crash occurred in January at 0015 hours on a curved, rural Interstate with no overhead lighting.  There were three travel lanes in each direction divided by a grassy median with a slight V-ditch in the center.  It was snowing heavy and th	5	47	3	1	1	1	75	11	24.292
818004593	2002-01-01	08:10	2	1	1	0	Compact Utility/Heavy Truck -+- Read end	1	2	This crash was a two-vehicle crash that occurred on a divided three-lane State highway   on which the two vehicles were originally traveling in opposing travel directions.  The directions of travel were divided by a center painted median.  Southbound trav	5	47	4	0	2	2	75	11	127.287
818004692	2002-02-01	06:15	1	1	0	0	Heavy Truck -+- Rollover	3	1	Vehicle number one, a 2000 GMC W3500 straight truck, was east bound in the number three lane on a left-hand curve downhill interstate.  This portion of the rural interstate was divided with three travel lanes in each direction.  Curve warning signs were p	6	57	4	0	2	2	75	11	0
818004792	2002-02-01	15:45	3	1	2	0	Car/Car/Heavy Truck -+- Rollover spilling load	2	2	This three vehicle crash occurred in the mid to late afternoon hours on a level, rural, intersection-related roadway with no adverse weather conditions.  Vehicle number one a 1999 Dodge Stratus was west bound on a four lane state highway.  Vehicle number	3	12	4	0	2	1	75	11	127.287
818004840	2002-03-01	13:45	2	1	1	0	Minivan/Heavy truck -+- Rear end	4	4	This crash occurred in March at approximately 1345 hours.  It was a clear day with no adverse weather conditions.  The roadway was dry and no defects or deficiencies were noted.  This stretch of the interstate highway is one-way (eastbound) and consists o	2	66	7	1	2	2	75	11	24.292
818004912	2002-04-01	06:34	1	1	0	0	Vehicle to object(s) -+- Rollover	3	3	This single vehicle crash occurred on a six lane bituminous interstate.  The crash occurred in the eastbound three lanes that were curved to the left and at a 5% downgrade.  A wide paved shoulder without rumble strips bordered the left side of the road.	4	57	3	0	2	2	75	11	67.552
818005032	2002-05-01	12:13	3	1	2	0	multiple vehicles -+- multiple impacts	3	3	This multi vehicle collision occurred at 1213 hours in the East and Westbound travel lanes of a divided, four-lane, rural State highway.  There were two straight travel lanes in each direction divided by a wide depressed grassy median with metal guardrail	6	46	3	0	2	1	75	11	67.552
818005112	2002-05-01	13:20	3	1	2	0	Multi Vehicles -+- Multi events	4	4	This crash occurred at 1320 hours in daylight with no adverse weather conditions.  Vehicle one, a 1997 GMC Suburban was eastbound in the #3 through lane on a divided six-lane interstate highway. The eastbound side of the highway consists of three through	5	44	4	1	2	1	75	11	24.292
818005452	2002-09-01	14:55	1	1	0	0	Heavy Truck -+- Rollover	2	2	This single vehicle rollover crash occurred on a rural 2-way, 4-lane divided state highway in a mountainous region.  A concrete median barrier divides the opposing lanes of traffic. At the crash site the roadway curves to the right.  There is an approxima	5	57	0	0	2	2	75	11	127.287
818005492	2002-10-01	13:10	2	1	1	0	Vehicle to Vehicle -+- Angle/sideswipe	2	2	The crash occurred on a clear fall afternoon at a T-intersection with a city street and a state highway.  The city street was running east/west and the state highway north/south.  The city street was an undivided two-lane road controlled by a stop sign.	3	30	0	0	2	1	75	11	127.287
818005532	2002-10-01	08:40	2	1	1	0	Vehicle to Vehicle -+- Rear-end	2	2	The crash occurred on a sunny fall morning on a bituminous U.S. Highway that was straight, level and dry.  The crash area was 47-meters (154-feet) north of an interchange.  A one-lane entrance ramp was entering the westbound U.S. Highway lanes. There were	4	30	4	0	2	1	75	11	127.287
818005552	2002-10-01	22:05	3	1	2	0	Multi-vehicle/Mutli Object -+- Angle/sideswipe	3	3	The crash occurred on a clear fall night at a four-way intersection. The roadway was lit.  The southbound roadway was a four-lane, one-way, local, urban street.  This street was bituminous, straight and dry with a three percent uphill grade.  It was contr	7	12	3	0	1	1	75	11	67.552
818005572	2002-10-01	11:30	2	1	1	0	Vehicle to vehicle -+- Angle	3	2	The crash occurred on a clear fall day in the late morning.  The crash happened at a T-intersection in an urban area.  The north/south roadway was a dry, straight bituminous state highway that had a slight downhill slope.  There were seven lanes total wit	6	30	3	0	2	1	75	11	127.287
818005755	2002-12-01	05:45	2	1	1	0	Vehicle to Vehicle -+- Rear End	2	3	This two-vehicle crash occurred on an eight lane interstate roadway.  This road is dived by a raised concrete median.  There are four lanes in either direction.  This roadway is straight with an uphill slope of 6.5%.  The speed limit for the roadway is 65	3	30	4	0	2	2	75	11	67.552
818005852	2003-01-01	11:28	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	3	A two-vehicle crash occurred at approximately 1130 hours in an urban intersection controlled by traffic signals.  This intersection consists of a seven-lane, two-way, undivided state highway that has east and westbound travel lanes.  The eastbound traffic	6	30	3	0	2	1	75	11	67.552
818005872	2003-01-01	01:25	2	1	1	0	Vehicle to vehicle -+- Rear end	3	3	This nighttime crash occurred at 0125 hours on a 4-lane, divided, full access controlled state highway.  The roadway was straight and level and the road surface was dry with no overhead lighting.  The crash occurred on the highway adjacent to an exit ramp	4	30	3	0	2	2	75	11	67.552
818005896	2003-01-01	01:01	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	This crash occurred at 0101 hours on an urban two-lane, two-way, undivided roadway.  There were no adverse weather conditions and the roadway was dry paved asphalt with no surface defects.  Road markings consist of solid double yellow lines indicating a n	3	47	3	0	1	1	75	11	67.552
818005952	2003-02-01	08:50	3	2	1	0	Multi-vehicle to object(s) -+- Angle/sideswipe	2	2	A three-vehicle crash occurred on a straight, suburban six-lane interstate freeway.  This freeway consists of three eastbound and three westbound lanes, which are divided by a 52 feet (15.8-meter) wide, depressed grassy median.  There was a bridge and gua	4	32	4	0	2	1	75	11	127.287
818005992	2003-02-01	13:30	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	A crash occurred on a Tuesday at 1320 hours at the signalized intersection of a US highway and an off ramp.  Vehicle one was traveling East on the US highway which is a two-way, 4-lane divided roadway.  Approaching the roadway there is a left turn lane.	3	57	4	0	2	2	75	11	127.287
818006053	2003-03-01	08:38	6	2	4	0	Multi-vehicle -+- Rear end	1	2	A crash occurred in the beginning of March at approximately 0830 hours.  The crash took place in the four eastbound travel lanes of an 8-lane divided Interstate freeway.  These travel lanes were straight and level and bordered by paved shoulders.  The fou	6	43	4	0	2	1	75	11	127.287
818006132	2003-03-01	18:26	2	1	1	0	Multi-vehicle to object(s) -+- Angle/sideswipe	2	2	A two-vehicle crash occurred in the early evening hours in March on a straight, level, east/west running interstate.  This interstate is comprised of six total travel lanes that are divided with a grass median.  There are three lanes in either direction.	3	47	3	0	2	1	75	11	127.287
818006172	2003-04-01	07:45	2	1	1	0	Vehicle to vehicle -+- Rear end	2	2	A two-vehicle crash occurred on a six-lane interstate freeway on a morning in April.  This interstate is divided with a grass median.  This crash occurred on the eastbound lanes.  There are three eastbound lanes.  The eastbound section is straight with a	4	54	4	0	2	1	75	11	127.287
818006196	2003-04-01	11:15	2	1	1	0	Multi-vehicle to object(s) -+- Object off road	1	0	A two-vehicle crash occurred inside of a two-lane tunnel.  This tunnel is on a two-lane undivided asphalt state highway.  This road is uphill at 2% in the westbound direction.  The road has very narrow shoulders and rock walls border the roadway with in t	2	30	4	0	2	1	75	11	0
818006273	2003-05-01	13:01	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	A two-vehicle crash occurred at approximately 1300 hours on a two-lane, two-way state highway.  This section of the highway where the crash occurred is straight and level with gravel shoulders.  In the area north of the crash, a dashed line for passing in	5	30	3	0	2	1	75	11	67.552
819003346	2001-01-01	08:10	1	1	0	0	Heavy Truck -+- Object off road	2	3	This is a single vehicle rollover crash that occurred on a three lane, non-divided asphalt roadway.  The roadway is located in a mountainous area.  At the location of the crash, the road has a -5% slope and curves left before entering a long, flat straigh	4	57	4	0	2	1	76	12	0
819003405	2001-01-01	13:30	2	1	1	0	Vehicle to vehicle -+- Angle	2	2	This two-vehicle crash occurred on a rural, two-lane undivided asphalt roadway with a positive slope less than 1% and positive superelevation of 4%.  Paved asphalt shoulders and a white fog lane line border the travel lanes. This was a mountainous and cur	5	30	4	0	2	2	76	12	0
819003448	2001-01-01	10:48	2	1	1	0	Vehicle vs. Vehicle -+- Rearend	4	4	A two-vehicle rear-end impact occurred in the northbound lanes of an interstate highway on a Thursday at approximately 1100 hours.  It involved a van that struck the rear of a tractor pulling a tanker semi-trailer.  There are two northbound lanes that are	5	66	2	1	2	1	76	12	0
819003588	2001-03-01	10:22	2	1	1	0	Vehicle to Vehicle -+- Right Angle	2	3	This two-vehicle crash occurred at the intersection of a five-lane north/south non-divided asphalt roadway and a two-lane east/west non-divided asphalt roadway.  The five-lane road is straight as it approaches the intersection from the south and then beco	3	30	3	0	2	1	76	12	0
819003605	2001-02-01	03:40	1	1	0	0	Single Vehicle -+- Ran-off-Road	4	4	A single vehicle crash occurred on a rural two-way, two-lane, non-divided asphalt mountainous roadway.  This road is downhill for approximately 12.9-kilometers (8-miles) with many curves. The road at the point of the crash is curved sharply to the right w	2	57	0	1	9	1	76	12	0
819003685	2001-03-01	06:15	2	1	1	0	Vehicle to Vehicle -+- Right Angle	3	3	A two-vehicle collision occurred on a two-way, five-lane, non-divided asphalt roadway at junction with a private driveway.  The main five-lane roadway is straight and level with a posted speed limit of 72 kmph, or 45 mph.  There are many businesses along	6	30	3	0	9	1	76	12	0
819003865	2001-05-01	12:32	1	1	0	0	Single Vehicle -+- Multiple Events	2	3	This single vehicle crash occurred on a two-lane, two-way non-divided asphalt roadway.  This roadway is mountainous and curvy, and at the scene of the crash is at the bottom of a two-mile downhill steep section.  The crash occurred at 1230 hours with no a	6	57	3	0	2	2	76	12	179.933
819004045	2001-07-01	15:00	1	1	0	0	Single Vehicle -+- Rollover	2	2	A single vehicle rollover crash occurred on a Monday at 1500 hours involving a tractor with semi-trailer attempting to turn left at a T intersection.  The roadway is a North/South state roadway that is a two-way, two-lane, undivided, rural, principal arte	2	57	4	0	2	1	76	12	339.044
819004145	2001-08-01	16:39	2	1	1	0	Vehicle vs. Vehicle -+- Rearend	2	2	A crash occurred on a Thursday at 1639 hours involving a tractor semi-trailer that was struck in the rear as it was attempting to make a right turn into a driveway.  The incident occurred during daylight hours with no adverse weather conditions.  The road	5	30	4	0	2	1	76	12	339.044
819004185	2001-08-01	22:45	1	1	0	0	Single Vehicle -+- Rollover	3	3	A single vehicle rollover occurred on a Tuesday at 2245 hours that involved a tractor semi-trailer that rolled over on the roadway, ran off the road and struck a guardrail.  The incident occurred in a right hand curve on a two-lane, two-way, undivided mou	3	57	3	0	2	1	76	12	179.933
819004325	2001-10-01	06:10	4	2	2	0	Multiple Vehicles -+- Multiple Events	4	4	This multi-vehicle crash occurred on a three-lane non-divided asphalt roadway with two westbound lanes and one eastbound lane that is slightly curved.  The number-two westbound lane is a designated passing lane for westbound traffic.  The westbound lanes	6	13	3	1	1	1	76	12	64.704
819004345	2001-10-01	16:52	1	1	0	0	Vehicle -+- Ran-off-Road	3	3	This incident occurred on a Monday at approximately 1650 hours involving a tractor semi-tractor that ran off the roadway and struck an embankment.  The driver intentionally ran off the roadway to prevent hitting vehicles that had stopped due to road const	2	57	3	0	2	2	76	12	179.933
819004425	2001-11-01	11:25	1	1	0	0	Single Vehicle -+- Ran-off-Road	2	2	A crash occurred on a Friday at 1125 hours on a rural, 2-lane, undivided asphalt roadway involving a tractor semi-trailer that rolled over onto its right side.  The roadway is downhill for approximately the previous 12.9-kilometers (8-miles) and begins wi	6	57	4	0	2	2	76	12	339.044
819004445	2001-11-01	07:58	4	1	3	0	Multiple Vehicles -+- Multiple Events	3	3	This four-vehicle crash occurred on a four-lane divided asphalt roadway.  This road is divided with a raised concrete median.  There are two travel lanes in each direction.  The crash occurred at a railroad crossing, which was not active.  The road has a	6	50	3	0	2	2	76	12	179.933
819004525	2001-12-01	21:30	2	1	1	0	Car vs. Heavy Truck -+- Angle impact	4	4	A two-vehicle crash occurred during nighttime hours on a three-lane non-divided asphalt roadway with no overhead lighting.  This road is mountainous and curvy with one northbound lane and two southbound travel lanes.  At the location of the crash, the roa	4	30	3	1	1	1	76	12	64.704
819004625	2002-01-01	11:30	2	1	1	0	Pickup  vs. Heavy Truck -+- Multiple Events	2	2	This two-vehicle crash occurred on a four lane divided asphalt roadway.  This roadway is comprised of two lanes in either direction with a concrete center divider fitted on top with a one-meter high glare screen.  The road had just crested a hill 264 mete	6	54	4	0	2	1	76	12	339.044
819004665	2002-01-01	09:19	3	1	2	0	Multiple Vehicle -+- Multiple Events	4	4	A three-vehicle crash occurred in the morning hours on a rural three-lane undivided asphalt roadway.  This section of the roadway is at a hillcrest.  The road has two eastbound lanes and one westbound lane.  The eastbound lanes are bordered to the south b	3	12	0	1	9	1	76	12	64.704
819004666	2002-01-01	01:50	1	1	0	0	Single Vehicle -+- Rollover	2	3	This single vehicle crash occurred on a rural four-lane non-divided asphalt roadway.   This roadway is downhill with a left hand curve.  This road was posted at a downhill 8% slope for eight miles at the top of the hill that was approximately 1.6 to 3.2km	6	57	4	0	2	2	76	12	179.933
819004765	2002-02-01	18:30	1	1	0	0	Single Vehicle -+- Rollover	2	3	A single vehicle crash occurred on a two lane, mountainous asphalt constructed US Highway with a 6 percent downgrade for the southbound travel lane. This rural roadway traverses a deep canyon with sharp drop offs on the right and vertical cliffs on the le	4	57	3	0	2	2	76	12	179.933
819005086	2002-07-01	22:05	1	1	0	0	Tractor /Trailer -+- Roll Over- ON ROADWAY	3	3	This single vehicle rollover crash occurred on a two-lane, curvy, asphalt constructed roadway with a several mile long 6% downgrade for the southbound travel lane into a canyon. This roadway was dark with no overhead lighting and has a very deep gorge dro	1	57	4	0	2	2	76	12	179.933
819005325	2002-08-01	08:00	1	1	0	0	Vehicle to object -+- Rollover	2	2	This single vehicle crash occurred on a two lane, curvy asphalt constructed roadway with a 6 percent downgrade for the northbound travel lane. This was a rural U. S. Highway.  This roadway traverses a deep canyon with sharp drop offs on the left and verti	5	57	5	0	2	2	76	12	339.044
819005385	2002-08-01	18:33	5	2	3	0	Multi Vehicle -+- Multi  Events	3	3	This multi vehicle crash occurred at 1833 hours on a rural two-lane asphalt constructed roadway. This roadway is under construction.  This crash occurred during daylight with no adverse weather.  The roadway was properly controlled with signs from both di	6	45	3	0	2	1	76	12	179.933
819005527	2002-11-01	15:40	1	1	0	0	Vehicle to object(s) -+- Rollover	2	2	This single vehicle crash occurred on a two lane, curvy asphalt constructed roadway with a 6 percent downgrade for the northbound travel lane. This was a rural U. S. Highway.  This roadway traverses a deep canyon with sharp drop offs on the left and verti	6	57	3	0	2	2	76	12	339.044
819005585	2002-11-01	00:10	1	1	0	0	Vehicle to object -+- Rollover	3	2	This single vehicle crash occurred on a three-lane asphalt constructed rural roadway. There were two northbound lanes and one southbound lane. This roadway is in mountainous and curvy terrain with an uphill grade of seven percent when traveling north. Thi	4	57	4	0	2	1	76	12	339.044
819005627	2002-12-01	10:00	1	1	0	0	Single Tractor/tanker -+- Roll-over	3	2	This crash occurred on a rural two-lane, two-way asphalt constructed, well-maintained roadway. This roadway traverses a wide, deep canyon with a six percent downgrade and sharp curves. The posted speed is 56 kmph (35 mph) with a safety pull out at the beg	2	57	4	0	2	2	76	12	339.044
819005645	2002-12-01	05:00	2	1	1	0	Vehicle to Vehicle -+- Head on	4	4	The two-vehicle crash occurred at night on a two lane rural state route, with one lane in each direction separated by a painted yellow no passing zone centerline.  A fog line bordered the outside edge of each lane.  There were not stabilized shoulders.  T	5	54	0	1	9	2	76	12	64.704
819005808	2003-01-01	09:55	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	3	Vehicle one, a 2002 Freightliner FLD-120 conventional cab tractor pulling a 2002 Beall Spec-Tank semi trailer containing 8,000 gallons (30,283 liters) of gasoline (85% capacity), was traveling north in the driving lane on a four lane (two northbound/two s	1	57	3	0	2	1	76	12	179.933
819005865	2003-02-01	19:59	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	This crash involves a tractor pulling a loaded logging trailer that rolled over.  It occurred on rural a two-lane asphalt roadway. This roadway is in mountainous terrain with numerous curves and a long 6 percent downgrade.  At the top of the hill are pull	3	57	4	0	2	1	76	12	339.044
819006025	2003-04-01	14:10	3	1	2	0	Multi-vehicle -+- Angle/sideswipe	3	3	This three-vehicle crash involving a Tractor/trailer and 2 compact sedans occurred on a two-lane asphalt constructed roadway. This roadway is straight on a -5% downhill grade when traveling north with a speed limit of 107 kmph, or 65 mph. This crash occur	2	12	3	0	2	2	76	12	179.933
819006065	2003-04-01	19:00	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	3	Vehicle one, a 1993 Kenworth T450 tractor pulling 2 Fruehauf bulk tank trailers loaded with 54,300 pounds (24,630 kgs) of fly ash was traveling south on a two lane undivided asphalt roadway with a posted speed limit of 35 mph (56 kmph).  Vehicle one was t	3	57	4	0	2	2	76	12	179.933
819006125	2003-04-01	08:25	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	2	Vehicle one, a 1990 Peterbilt 379 Conventional Cab tractor pulling a 1995 Ranch belly dump trailer loaded with 21,319 kgs (47,000 pounds) of road construction material, was traveling west on a two lane undivided bituminous roadway with a posted speed limi	2	57	4	0	2	2	76	12	339.044
819006126	2003-04-01	15:14	1	1	0	0	Vehicle to Object(s) -+- Object off road	2	2	Vehicle one, a 2001 Freightliner COL tractor pulling a 1997 Wabash Refrigerated semi trailer loaded with 18,764 kgs (41,366 pounds) of general freight, was traveling north on a bituminous, level two lane divided roadway.  This roadway had a posted speed l	3	57	4	0	2	2	76	12	339.044
820003685	2001-03-01	22:25	1	1	0	1	tractor-trailer vs. bicycle -+- object on road	4	4	The crash occurred  at 0225 hours on a four-lane east/west interstate roadway divided by a center dirt median.  At this location the bituminous roadway is straight and level.  It was a dark night, with no moon and there is no street lighting along this se	6	57	0	0	2	2	78	12	0
820003686	2001-03-01	15:25	3	1	2	0	Multi-vehicle/Multi-objects -+- Angle/sideswipe	3	3	A three-vehicle crash occurred on a rural, two-lane, curved U.S. highway.  For eastbound traffic, the road curves to the left.  The shoulders on each side of the road were paved without rumble strips.  Westbound traffic was in a no passing zone in the pre	7	12	3	0	1	1	78	12	0
820003742	2001-04-01	04:20	1	1	0	0	vehicle to objects -+- object off road	3	3	A single vehicle crash occurred shortly after 0420 hours on a divided rural interstate highway in the westbound direction of travel.  The interstate consists of two westbound lanes.  An asphalt shoulder borders the highway's southern edge.  South of the h	3	57	3	0	2	2	78	12	138.103
820003765	2001-04-01	02:00	2	1	1	0	car vs. tractor/trailer -+- head-on	4	4	This collision occurred at 0200 hours on a rural divided Interstate highway with two travel lanes in each direction and a posted speed limit of 121 KmPH (e.g. 75 MPH). Vehicle one, a 1989 Ford 2-door sedan was going eastbound in the westbound lanes up a 2	1	30	3	1	1	2	78	12	49.662
820003922	2001-06-01	07:20	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	4	4	A two-vehicle crash occurred at the merging of two off ramps from an interstate roadway.  One of the off ramps comes directly from the interstate and is curved right.  The other off-ramp is a combination of the off ramp and the on ramp and comes from the	4	30	0	1	2	2	78	12	49.662
820003962	2001-06-01	05:30	1	1	0	0	single truck -+- rollover	2	2	A single vehicle rollover crash occurred in the early morning hours on a four lane divided rural highway without positive barrier.  This section of the roadway runs east and west.  The westbound lanes did not play a role in this crash.  The eastbound lane	4	57	4	0	2	2	78	12	260.223
820003982	2001-06-01	20:10	1	1	0	0	Vehicle to object(s) -+- Rollover	2	2	A single vehicle crash occurred at approximately 2000 hours on a rural state highway.  The highway consists of two lanes.  This road had recently been repaved.  The road for northbound traffic curves to the left.  The speed limit on the roadway is 55 mph	5	57	4	0	9	2	78	12	260.223
820004042	2001-06-01	12:45	1	1	0	0	VEHICLE -+- OBJECT	3	3	A single vehicle crash occurred on a four-lane divided highway without positive barrier in the late morning hours.  This section of the bituminous asphalt roadway consists of two eastbound and two westbound lanes.  The westbound lanes did not play a role	5	57	3	0	2	1	78	12	138.103
820004043	2001-06-01	16:00	2	1	1	0	Vehicle to Vehicle -+- Angle/ sideswipe	3	3	A two-vehicle crash occurred on a four lane interstate traffic way.  This traffic way is divided by a non-positive median and had two lanes in either direction.  This crash occurred on the eastbound roadway, which is straight and level.  The speed limit o	6	30	3	0	9	1	78	12	138.103
820004062	2001-07-01	10:30	2	1	1	0	Vehicle to Vehicle -+- Angle/sideswipe	3	3	A two-vehicle crash occurred on a two-lane, two-way undivided county roadway.  This portion of the roadway runs north and south.  This road has paved shoulders.  This level bituminous asphalt roadway was free of congestion, adverse weather and/or sight re	3	30	3	0	2	2	78	12	138.103
820004222	2001-08-01	04:20	1	1	0	0	Vehicle to object -+- Object on road	2	2	A single vehicle crash occurred on a four lane rural interstate highway.  This roadway has two lanes in either direction with a depressed median on either side.  The shoulders had depressed rumble strips.  This road is straight and level.  The speed limit	3	57	4	0	2	2	78	12	260.223
820004382	2001-10-01	09:25	1	1	0	0	Vehicle  vs.  Object -+- Rollover	4	4	This crash involves a single Military vehicle over 10,000 lbs with injuries and a fatality.  The three unit vehicle is described as a MK48 front Power Unit LVS (e.g. Logistical Vehicle System) with 14515Kg (e.g. 32,000Lb) GVWR, attached to a MK14 multi-us	3	57	4	1	2	2	78	12	49.662
820004422	2001-10-01	21:40	1	1	0	0	Ran off Roadway -+- Rollover	1	2	A single vehicle crash occurred during the night hours on a two lane undivided unlit roadway.  This roadway runs north and south and curves to the east where it intersects with an east/west roadway.  The northbound/eastbound lane has a curve that has a ra	4	57	4	0	2	1	78	12	260.223
820004462	2001-10-01	11:47	1	1	0	0	Vehicle to Object -+- Object on Road	4	4	This single vehicle crash occurred on a straight two-lane dirt road.  This dirt road is level and has no defects.  This road is crossed by a train track.   This rail intersection is controlled by stop signs and cross bucks.  The area around this intersect	3	57	0	1	1	2	78	12	49.662
820004482	2001-10-01	23:57	2	1	0	0	Vehicle to Vehicle -+- Rear end	3	3	A two-vehicle crash occurred just before midnight on a four-lane interstate highway.  This highway is divided with a depressed median.  Each side of the road has two lanes for travel.  This road is straight and level with no defects.  The speed limit on t	6	1	3	0	2	2	78	12	138.103
820004643	2001-12-01	03:25	1	1	0	0	Vehicle to Object -+- Non collision	3	2	A single vehicle rollover crash occurred on a four lane interstate traffic way.  This traffic way is divided with a dirt median.  Each roadway has two lanes of asphalt roadway.  The eastbound lanes are level with a slight curve to the right.  A paved shou	2	57	4	0	2	1	78	12	260.223
820004783	2002-01-01	13:10	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	3	This is a single large truck rollover crash.  It occurred in the early afternoon on a cloudy but dry winter day.  The roadway was a four-lane rural interstate divided by a depressed median.  There was a slight right curve at the crash site. It was bitumin	4	57	3	0	2	1	78	12	138.103
820004822	2002-01-01	11:50	2	1	1	0	Tractor Trailer vs. Pickup -+- Angle/sideswipe	4	4	This two-vehicle crash occurred at the intersection of a two lane non-controlled roadway and a two-lane roadway controlled with a stop sign.  Both roads are of asphalt construction with no defects noted.  The speed limit on the non-controlled roadway is 6	2	54	3	1	2	1	78	12	49.662
